order_id,order_date,customer_id,sku,quantity,unit_price,total_order_value,order_channel,rush_requested,fulfillment_type,notes
ORD-10025,2026-02-09,CUST-0003,FISH-WRS-001,2,42,84,email,false,live_delivery,normal order; no manual override requested
ORD-10025,2026-02-09,CUST-0003,INVT-SNA-001,1,24,24,email,false,live_delivery,normal order; no manual override requested
ORD-10026,2026-03-13,CUST-0003,EQUIP-ALR-001,1,62,62,phone,false,live_delivery,normal order; no manual override requested
ORD-10026,2026-03-13,CUST-0003,FISH-GBY-001,1,48,48,phone,false,live_delivery,normal order; no manual override requested
ORD-10027,2026-03-29,CUST-0003,FISH-GRM-001,1,36,36,web,false,live_delivery,normal order; no manual override requested
ORD-10027,2026-03-29,CUST-0003,INVT-SHR-001,3,34,102,web,false,live_delivery,normal order; no manual override requested
ORD-10028,2025-12-11,CUST-0004,FISH-TRG-001,1,149,149,web,false,service_visit,high-value basket on paper; watch support follow-through for FISH-TRG-001|INVT-SHR-001|CORL-ANO-001|SERV-CNS-001
ORD-10028,2025-12-11,CUST-0004,INVT-SHR-001,1,34,34,web,false,service_visit,high-value basket on paper; watch support follow-through for FISH-TRG-001|INVT-SHR-001|CORL-ANO-001|SERV-CNS-001
ORD-10028,2025-12-11,CUST-0004,CORL-ANO-001,1,132,132,web,false,service_visit,high-value basket on paper; watch support follow-through for FISH-TRG-001|INVT-SHR-001|CORL-ANO-001|SERV-CNS-001
ORD-10028,2025-12-11,CUST-0004,SERV-CNS-001,1,90,90,web,false,service_visit,high-value basket on paper; watch support follow-through for FISH-TRG-001|INVT-SHR-001|CORL-ANO-001|SERV-CNS-001
ORD-10029,2025-12-12,CUST-0004,FISH-CRD-001,1,54,54,email,false,service_visit,high-value basket on paper; watch support follow-through for FISH-CRD-001|SERV-CNS-001
ORD-10029,2025-12-12,CUST-0004,SERV-CNS-001,1,90,90,email,false,service_visit,high-value basket on paper; watch support follow-through for FISH-CRD-001|SERV-CNS-001
ORD-10030,2026-02-09,CUST-0004,INVT-CRB-001,2,18,36,web,false,live_delivery,high-value basket on paper; watch support follow-through for INVT-CRB-001
ORD-10031,2026-02-15,CUST-0004,INVT-SHR-001,2,34,68,phone,false,live_delivery,high-value basket on paper; watch support follow-through for INVT-SHR-001|CORL-ANO-001
ORD-10031,2026-02-15,CUST-0004,CORL-ANO-001,1,132,132,phone,false,live_delivery,high-value basket on paper; watch support follow-through for INVT-SHR-001|CORL-ANO-001
ORD-10032,2026-02-22,CUST-0004,FISH-CRD-001,1,54,54,email,false,live_delivery,high-value basket on paper; watch support follow-through for FISH-CRD-001|CORL-ANO-001|INVT-SHR-002
ORD-10032,2026-02-22,CUST-0004,CORL-ANO-001,1,132,132,email,false,live_delivery,high-value basket on paper; watch support follow-through for FISH-CRD-001|CORL-ANO-001|INVT-SHR-002
ORD-10032,2026-02-22,CUST-0004,INVT-SHR-002,3,16,48,email,false,live_delivery,high-value basket on paper; watch support follow-through for FISH-CRD-001|CORL-ANO-001|INVT-SHR-002
ORD-10033,2026-04-07,CUST-0004,FISH-GRM-001,1,36,36,web,true,live_delivery,same-day promise requested; basket FISH-GRM-001|BNDL-CLR-001; ops pushback likely if route already packed
ORD-10033,2026-04-07,CUST-0004,BNDL-CLR-001,1,84,84,web,true,live_delivery,same-day promise requested; basket FISH-GRM-001|BNDL-CLR-001; ops pushback likely if route already packed
ORD-10034,2026-04-22,CUST-0004,SERV-CNS-001,1,90,90,web,true,service_visit,same-day promise requested; basket SERV-CNS-001; ops pushback likely if route already packed
ORD-10035,2026-05-04,CUST-0004,CORL-HMR-001,2,128,256,phone,false,live_delivery,high-value basket on paper; watch support follow-through for CORL-HMR-001|FISH-WRS-001|FISH-CLN-001
ORD-10035,2026-05-04,CUST-0004,FISH-WRS-001,1,42,42,phone,false,live_delivery,high-value basket on paper; watch support follow-through for CORL-HMR-001|FISH-WRS-001|FISH-CLN-001
ORD-10035,2026-05-04,CUST-0004,FISH-CLN-001,1,78,78,phone,false,live_delivery,high-value basket on paper; watch support follow-through for CORL-HMR-001|FISH-WRS-001|FISH-CLN-001
ORD-10036,2025-11-07,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10037,2025-11-09,CUST-0005,EQUIP-ATO-001,2,148,296,email,false,live_delivery,office add-on order tied to maintenance rhythm and appearance stability
ORD-10038,2025-12-06,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10039,2026-01-01,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10040,2026-01-29,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10041,2026-02-28,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10042,2026-03-26,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10043,2026-04-26,CUST-0005,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10044,2025-11-07,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10045,2025-12-08,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10046,2026-01-06,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10047,2026-02-05,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10048,2026-03-05,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10049,2026-04-01,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10050,2026-04-28,CUST-0006,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service window must stay inside access rules; office manager escalates quickly
ORD-10051,2025-11-05,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10052,2025-11-14,CUST-0007,SERV-EMR-001,1,295,295,phone,true,service_visit,service visit expected to feel routine and low-drama
ORD-10053,2025-12-03,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10054,2025-12-29,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10055,2026-01-26,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10056,2026-01-31,CUST-0007,EQUIP-NOR-001,1,28,28,email,false,live_delivery,office add-on order tied to maintenance rhythm and appearance stability
ORD-10057,2026-02-26,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10058,2026-02-26,CUST-0007,SERV-EMR-001,1,295,295,phone,true,service_visit,service visit expected to feel routine and low-drama
ORD-10059,2026-03-27,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10060,2026-04-25,CUST-0007,SERV-MNT-001,1,420,420,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10061,2025-12-05,CUST-0008,EQUIP-ALR-001,1,62,62,account_manager,false,service_visit,normal order; no manual override requested
ORD-10061,2025-12-05,CUST-0008,SERV-MNT-001,1,420,420,account_manager,false,service_visit,normal order; no manual override requested
ORD-10062,2025-12-22,CUST-0008,INVT-SNA-001,1,24,24,account_manager,false,service_visit,normal order; no manual override requested
ORD-10062,2025-12-22,CUST-0008,SERV-MNT-001,1,420,420,account_manager,false,service_visit,normal order; no manual override requested
ORD-10063,2026-02-03,CUST-0008,EQUIP-ALR-001,1,62,62,account_manager,false,live_delivery,normal order; no manual override requested
ORD-10064,2026-03-04,CUST-0008,EQUIP-ALR-001,1,62,62,account_manager,false,live_delivery,normal order; no manual override requested
ORD-10065,2026-03-19,CUST-0008,FISH-CRD-001,1,54,54,account_manager,false,live_delivery,normal order; no manual override requested
ORD-10066,2026-03-23,CUST-0008,FISH-CRD-001,1,54,54,account_manager,false,service_visit,normal order; no manual override requested
ORD-10066,2026-03-23,CUST-0008,SERV-EMR-001,1,295,295,account_manager,false,service_visit,normal order; no manual override requested
ORD-10067,2026-04-28,CUST-0008,EQUIP-ALR-001,1,62,62,account_manager,false,live_delivery,normal order; no manual override requested
ORD-10068,2025-11-03,CUST-0009,INVT-SNA-001,4,24,96,account_manager,false,pickup,normal order; no manual override requested
ORD-10068,2025-11-03,CUST-0009,CORL-ZOA-001,2,95,190,account_manager,false,pickup,normal order; no manual override requested
ORD-10069,2025-11-26,CUST-0009,FISH-CRD-001,1,54,54,account_manager,false,pickup,normal order; no manual override requested
ORD-10070,2026-04-09,CUST-0009,INVT-SNA-001,3,24,72,account_manager,false,pickup,normal order; no manual override requested
ORD-10071,2026-05-09,CUST-0009,EQUIP-ALR-001,1,62,62,account_manager,false,pickup,normal order; no manual override requested
ORD-10072,2025-12-03,CUST-0010,BNDL-CLR-001,1,84,84,email,false,live_delivery,normal order; no manual override requested
ORD-10072,2025-12-03,CUST-0010,FISH-FOX-001,1,112,112,email,false,live_delivery,normal order; no manual override requested
ORD-10072,2025-12-03,CUST-0010,INVT-SNA-001,2,24,48,email,false,live_delivery,normal order; no manual override requested
ORD-10073,2025-12-22,CUST-0010,INVT-SHR-001,2,34,68,phone,false,live_delivery,normal order; no manual override requested
ORD-10074,2026-02-19,CUST-0010,BNDL-CLR-001,1,84,84,email,false,live_delivery,normal order; no manual override requested
ORD-10075,2026-04-05,CUST-0010,INVT-SNA-001,4,24,96,email,false,live_delivery,normal order; no manual override requested
ORD-10075,2026-04-05,CUST-0010,INVT-SHR-002,2,16,32,email,false,live_delivery,normal order; no manual override requested
ORD-10076,2026-04-06,CUST-0010,CORL-TOR-001,2,164,328,phone,false,live_delivery,normal order; no manual override requested
ORD-10077,2026-04-11,CUST-0010,EQUIP-DOS-001,1,214,214,phone,false,live_delivery,normal order; no manual override requested
ORD-10077,2026-04-11,CUST-0010,INVT-SHR-001,5,34,170,phone,false,live_delivery,normal order; no manual override requested
ORD-10078,2026-05-05,CUST-0010,INVT-SHR-001,3,34,102,phone,true,live_delivery,rush requested against current route pressure
ORD-10078,2026-05-05,CUST-0010,EQUIP-QTN-001,1,172,172,phone,true,live_delivery,rush requested against current route pressure
ORD-10079,2025-11-21,CUST-0011,FISH-GBY-001,1,48,48,phone,false,live_delivery,normal order; no manual override requested
ORD-10079,2025-11-21,CUST-0011,BNDL-CLN-001,1,189,189,phone,false,live_delivery,normal order; no manual override requested
ORD-10080,2026-01-12,CUST-0011,INVT-SHR-001,3,34,102,concierge,false,live_delivery,normal order; no manual override requested
ORD-10081,2026-02-14,CUST-0011,FISH-WRS-001,1,42,42,web,false,live_delivery,normal order; no manual override requested
ORD-10082,2026-03-04,CUST-0011,CORL-ANO-001,1,132,132,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10082,2026-03-04,CUST-0011,FISH-WRS-001,1,42,42,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10082,2026-03-04,CUST-0011,FISH-CRD-001,1,54,54,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10083,2025-11-09,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10084,2025-11-22,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10085,2025-11-25,CUST-0012,EQUIP-ATO-001,1,148,148,email,false,pickup,office add-on order tied to maintenance rhythm and appearance stability
ORD-10086,2025-12-07,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10087,2025-12-20,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10088,2026-01-03,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10089,2026-01-20,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10090,2026-02-04,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10091,2026-02-08,CUST-0012,EQUIP-NOR-001,1,28,28,email,false,live_delivery,office add-on order tied to maintenance rhythm and appearance stability
ORD-10092,2026-02-17,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10093,2026-02-21,CUST-0012,EQUIP-ALR-001,1,62,62,email,false,live_delivery,office add-on order tied to maintenance rhythm and appearance stability
ORD-10094,2026-03-03,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10095,2026-03-20,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10096,2026-03-24,CUST-0012,EQUIP-ALR-001,1,62,62,email,false,live_delivery,office add-on order tied to maintenance rhythm and appearance stability
ORD-10097,2026-04-05,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10098,2026-04-17,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10099,2026-05-01,CUST-0012,SERV-MNT-002,1,360,360,account_manager,false,service_visit,service visit expected to feel routine and low-drama
ORD-10100,2025-11-01,CUST-0013,BNDL-CLR-001,1,84,84,email,false,live_delivery,normal order; no manual override requested
ORD-10101,2025-11-03,CUST-0013,CORL-MNT-001,1,88,88,phone,false,live_delivery,normal order; no manual override requested
ORD-10101,2025-11-03,CUST-0013,FISH-HWK-001,1,72,72,phone,false,live_delivery,normal order; no manual override requested
ORD-10101,2025-11-03,CUST-0013,INVT-SHR-001,3,34,102,phone,false,live_delivery,normal order; no manual override requested
ORD-10102,2025-11-04,CUST-0013,CORL-TOR-001,1,164,164,web,true,live_delivery,rush requested against current route pressure
ORD-10103,2025-12-13,CUST-0013,FISH-WRS-001,1,42,42,web,false,live_delivery,normal order; no manual override requested
ORD-10103,2025-12-13,CUST-0013,EQUIP-DOS-001,1,214,214,web,false,live_delivery,normal order; no manual override requested
ORD-10104,2025-12-29,CUST-0013,EQUIP-ALR-001,2,62,124,phone,false,live_delivery,normal order; no manual override requested
ORD-10104,2025-12-29,CUST-0013,FISH-TNG-001,1,98,98,phone,false,live_delivery,normal order; no manual override requested
ORD-10105,2026-03-10,CUST-0013,CORL-ANO-001,1,132,132,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10105,2026-03-10,CUST-0013,CORL-TOR-001,1,164,164,phone,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10106,2026-03-21,CUST-0013,FISH-WRS-001,1,42,42,email,false,live_delivery,normal order; no manual override requested
ORD-10107,2026-03-22,CUST-0013,FISH-HWK-001,1,72,72,email,false,live_delivery,normal order; no manual override requested
ORD-10107,2026-03-22,CUST-0013,EQUIP-ALR-001,2,62,124,email,false,live_delivery,normal order; no manual override requested
ORD-10108,2026-03-30,CUST-0013,CORL-ZOA-001,1,95,95,phone,false,live_delivery,normal order; no manual override requested
ORD-10108,2026-03-30,CUST-0013,EQUIP-QTN-001,1,172,172,phone,false,live_delivery,normal order; no manual override requested
ORD-10109,2026-04-23,CUST-0013,INVT-CRB-001,2,18,36,email,false,live_delivery,normal order; no manual override requested
ORD-10109,2026-04-23,CUST-0013,INVT-SHR-002,6,16,96,email,false,live_delivery,normal order; no manual override requested
ORD-10110,2026-04-25,CUST-0013,CORL-TOR-001,1,164,164,concierge,false,live_delivery,normal order; no manual override requested
ORD-10111,2026-05-01,CUST-0013,INVT-SHR-003,3,48,144,concierge,true,live_delivery,rush requested against current route pressure
ORD-10112,2025-11-03,CUST-0014,INVT-SNA-001,3,24,72,web,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10112,2025-11-03,CUST-0014,EQUIP-DOS-001,1,214,214,web,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10112,2025-11-03,CUST-0014,CORL-ANO-001,1,132,132,web,false,live_delivery,customer asked whether current tank maturity is enough for anemone
ORD-10113,2025-11-12,CUST-0014,CORL-TOR-001,2,164,328,web,false,live_delivery,normal order; no manual override requested
ORD-10114,2025-11-16,CUST-0014,FISH-WRS-001,1,42,42,concierge,false,live_delivery,normal order; no manual override requested
ORD-10114,2025-11-16,CUST-0014,INVT-SHR-002,5,16,80,concierge,false,live_delivery,normal order; no manual override requested
ORD-10114,2025-11-16,CUST-0014,CORL-ZOA-001,1,95,95,concierge,false,live_delivery,normal order; no manual override requested
ORD-10115,2025-11-28,CUST-0014,CORL-TOR-001,1,164,164,email,true,live_delivery,rush requested against current route pressure
ORD-10115,2025-11-28,CUST-0014,INVT-CRB-001,3,18,54,email,true,live_delivery,rush requested against current route pressure
ORD-10115,2025-11-28,CUST-0014,CORL-ZOA-001,1,95,95,email,true,live_delivery,rush requested against current route pressure
ORD-10116,2025-12-07,CUST-0014,BNDL-CLR-001,1,84,84,concierge,false,live_delivery,normal order; no manual override requested
ORD-10116,2025-12-07,CUST-0014,INVT-SHR-001,1,34,34,concierge,false,live_delivery,normal order; no manual override requested
ORD-10116,2025-12-07,CUST-0014,INVT-CRB-001,1,18,18,concierge,false,live_delivery,normal order; no manual override requested
ORD-10117,2025-12-13,CUST-0014,FISH-FOX-001,1,112,112,email,false,live_delivery,normal order; no manual override requested
ORD-10118,2025-12-23,CUST-0014,EQUIP-DOS-001,1,214,214,email,false,live_delivery,normal order; no manual override requested
ORD-10119,2026-01-03,CUST-0014,EQUIP-DOS-001,1,214,214,web,false,live_delivery,normal order; no manual override requested
ORD-10119,2026-01-03,CUST-0014,CORL-MNT-001,2,88,176,web,false,live_delivery,normal order; no manual override requested
ORD-10119,2026-01-03,CUST-0014,FISH-WRS-001,1,42,42,web,false,live_delivery,normal order; no manual override requested
ORD-10120,2026-01-11,CUST-0014,FISH-HWK-001,2,72,144,web,false,live_delivery,normal order; no manual override requested
ORD-10120,2026-01-11,CUST-0014,CORL-ZOA-001,1,95,95,web,false,live_delivery,normal order; no manual override requested
ORD-10120,2026-01-11,CUST-0014,FISH-WRS-001,1,42,42,web,false,live_delivery,normal order; no manual override requested
ORD-10121,2026-01-21,CUST-0014,FISH-TNG-001,2,98,196,phone,false,live_delivery,normal order; no manual override requested
ORD-10121,2026-01-21,CUST-0014,INVT-SNA-001,3,24,72,phone,false,live_delivery,normal order; no manual override requested
ORD-10122,2026-02-04,CUST-0014,FISH-CLN-001,2,78,156,email,false,live_delivery,normal order; no manual override requested
ORD-10122,2026-02-04,CUST-0014,EQUIP-DOS-001,1,214,214,email,false,live_delivery,normal order; no manual override requested
ORD-10122,2026-02-04,CUST-0014,FISH-FOX-001,1,112,112,email,false,live_delivery,normal order; no manual override requested
ORD-10123,2026-02-18,CUST-0014,CORL-MNT-001,1,88,88,concierge,false,live_delivery,normal order; no manual override requested
ORD-10123,2026-02-18,CUST-0014,FISH-HWK-001,2,72,144,concierge,false,live_delivery,normal order; no manual override requested
ORD-10124,2026-03-16,CUST-0014,CORL-HMR-001,1,128,128,email,false,live_delivery,normal order; no manual override requested
ORD-10124,2026-03-16,CUST-0014,INVT-SHR-002,6,16,96,email,false,live_delivery,normal order; no manual override requested
ORD-10124,2026-03-16,CUST-0014,FISH-FOX-001,1,112,112,email,false,live_delivery,normal order; no manual override requested
ORD-10125,2026-04-02,CUST-0014,CORL-TOR-001,2,164,328,concierge,false,live_delivery,normal order; no manual override requested
ORD-10125,2026-04-02,CUST-0014,FISH-TNG-001,1,98,98,concierge,false,live_delivery,normal order; no manual override requested
ORD-10126,2025-11-09,CUST-0015,INVT-CRB-001,3,18,54,web,false,live_delivery,normal order; no manual override requested
ORD-10127,2025-11-23,CUST-0015,EQUIP-ALR-001,1,62,62,concierge,false,live_delivery,normal order; no manual override requested
ORD-10127,2025-11-23,CUST-0015,BNDL-CLR-001,1,84,84,concierge,false,live_delivery,normal order; no manual override requested
ORD-10128,2025-11-24,CUST-0015,FISH-TRG-001,1,149,149,web,false,live_delivery,normal order; no manual override requested
ORD-10129,2025-12-05,CUST-0015,FISH-CLN-001,1,78,78,email,false,live_delivery,normal order; no manual override requested
